job_id,job_name,status,user,target,dataset,algorithm,community_cost_eur,cost_bau_eur,cost_delta_to_bau_eur,cost_ratio_to_bau,ev_min_acceptable_feasible_rate,ev_within_tolerance_feasible_rate,electrical_violation_kwh,peak_daily_ratio_to_bau,peak_all_time_ratio_to_bau,community_import_kwh,community_export_kwh,community_solar_self_consumption_rate,battery_throughput_kwh,v2g_export_kwh
d4f3bcba-c53e-4519-98e0-1e27e4e3e1ed,mctxh2-123,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22906.742269885668,28598.350802373392,-5691.608532487724,0.8009812323857719,1.0,0.9495313626532084,0.0,0.7616857724518952,0.7848318756497057,137924.62571711483,44482.2473962659,0.6971930735864121,33865.02346727547,371.17319729335577
d24b2307-1f7f-42d1-b0e7-483bcc796089,mctxh2-456,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,23012.017973561877,28598.350802373392,-5586.332828811515,0.8046624133183267,1.0,0.9455659697188176,0.0,0.7639488034775301,0.7991906218683836,138503.4324990366,45239.787107545315,0.6918833825780824,32717.745219142,394.7795877328298
a90fb962-5b27-4717-8d8c-3e001a017179,m4r789,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22863.78359015706,28598.350802373392,-5734.5672122163305,0.7994790940273235,0.9996395097332372,0.9444844989185291,0.0,0.7664731558190433,0.7915619876464489,137799.48646407656,45143.22499694116,0.6928632357484092,31887.400648153147,264.6280678460186
f5072e9a-a25e-473d-9051-41f537376d27,m4r999,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22851.294125064225,28598.350802373392,-5747.056677309167,0.799042374260539,0.9992790194664743,0.9524152847873107,0.0,0.766992681491212,0.7889359938591375,137857.3468469035,45357.10299840072,0.6906958838621957,32127.49265492768,275.20968374092894
5571f55d-1dbe-474d-a992-fb0d08bc593d,m6-123,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22938.94487045349,28598.350802373392,-5659.4059319199005,0.8021072623722686,0.998197548666186,0.9556596971881759,0.0,0.765015118910212,0.7934538994773168,138162.85020705685,46261.28832733585,0.6847955665802339,29974.76186421988,241.11283331700628
e2be42dd-87f4-4919-8ca7-6e96c61d4429,m6-456,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22895.532170900267,28598.350802373392,-5702.818631473125,0.8005892482793153,1.0,0.9365537130497477,0.0,0.7675293530736343,0.7899812910017132,138035.48375857357,45568.03798295278,0.6899054289320311,31096.430636465255,266.7022806174247
01bdf7f9-1c15-4efe-9bef-83bd26b19558,m4safe-123,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22950.92810745657,28598.350802373392,-5647.422694916822,0.8025262808354621,0.9989185291997116,0.9538572458543619,0.0,0.7674975684982447,0.7913984605017984,138271.92335267193,45986.71673795247,0.6866946913063483,30757.76125742608,270.86814783345005
d2038ad4-1df9-4456-9a3f-ade65bd44fc0,m4safe-456,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22952.94867579614,28598.350802373392,-5645.4021265772535,0.8025969341522751,0.9996395097332372,0.9527757750540735,0.0,0.767716937003781,0.792469782772469,138298.56225940076,45750.831082574616,0.6884012713748852,31458.05626755135,268.3505427535499
3e609e16-b022-4dfe-862e-af04613c46bc,mh4-123,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22893.74430260021,28598.350802373392,-5704.606499773181,0.8005267317967247,0.9996395097332372,0.9524152847873107,0.0,0.7691139063394904,0.7921357840439531,138014.50782854477,45553.70718065431,0.6903880110664214,32157.22620179897,258.0316780671113
00d55364-fd33-4b27-982f-fc1005be6988,mh4-456,finished,Tiago Fonseca,server,citylearn_challenge_2022_phase_all_plus_evs,MATD3,22941.338210524078,28598.350802373392,-5657.012591849314,0.8021909504173285,0.9996395097332372,0.9477289113193944,0.0,0.7713585117718147,0.7921907851048399,138301.4192819415,45980.45763688507,0.6864728684915306,30370.960323808446,248.60016329049222
